# proteinId	labelId
ENSTNIP00000017930	macro-synteny
ENSGACP00000022208	phylogeny
ENSGACP00000022208	macro-synteny
ENSDARP00000077749	phylogeny
ENSDARP00000077749	macro-synteny
ENSGACP00000003930	phylogeny
ENSGACP00000003930	macro-synteny
ENSTNIP00000018446	phylogeny
ENSTNIP00000018446	macro-synteny
ENSORLP00000003984	phylogeny
ENSORLP00000003984	macro-synteny
ENSDARP00000138975	phylogeny
ENSDARP00000138975	macro-synteny
ENSLOCP00000005174	phylogeny
ENSLOCP00000005174	macro-synteny
ENSCMIP00000007172	phylogeny
ENSCMIP00000007172	macro-synteny
ENSGALP00010002820	phylogeny
ENSGALP00010002820	macro-synteny
ENSMGAP00000024017	phylogeny
ENSMGAP00000024017	macro-synteny
ENSTGUP00000007302	phylogeny
ENSTGUP00000007302	macro-synteny
ENSCAFP00845043030	phylogeny
ENSCAFP00845043030	macro-synteny
ENSP00000368332	phylogeny
ENSP00000368332	macro-synteny
ENSMUSP00000049039	phylogeny
ENSMUSP00000049039	macro-synteny
ENSMODP00000009070	phylogeny
ENSMODP00000009070	macro-synteny
ENSCMIP00000003204	phylogeny
ENSCMIP00000003204	macro-synteny
ENSLOCP00000002210	phylogeny
ENSLOCP00000002210	macro-synteny
ENSORLP00000009337	phylogeny
ENSORLP00000009337	macro-synteny
ENSTNIP00000010983	phylogeny
ENSTNIP00000010983	macro-synteny
ENSDARP00000075256	phylogeny
ENSDARP00000075256	macro-synteny
ENSDARP00000137137	phylogeny
ENSDARP00000137137	macro-synteny
ENSGALP00010015328	phylogeny
ENSGALP00010015328	macro-synteny
ENSTGUP00000020883	phylogeny
ENSTGUP00000020883	macro-synteny
ENSLOCP00000018215	phylogeny
ENSLOCP00000018215	macro-synteny
ENSCMIP00000030125	phylogeny
ENSCMIP00000030125	macro-synteny
ENSGALP00010004510	phylogeny
ENSGALP00010004510	macro-synteny
ENSMGAP00000020382	phylogeny
ENSMGAP00000020382	macro-synteny
ENSTGUP00000020811	phylogeny
ENSTGUP00000020811	macro-synteny
ENSCMIP00000000767	phylogeny
ENSCMIP00000000767	macro-synteny
ENSTGUP00000028848	phylogeny
ENSTGUP00000028848	macro-synteny
ENSCAFP00845016145	phylogeny
ENSCAFP00845016145	macro-synteny
ENSP00000433266	phylogeny
ENSP00000433266	macro-synteny
ENSMUSP00000147443	phylogeny
ENSMUSP00000147443	macro-synteny
ENSMODP00000046909	phylogeny
ENSMODP00000046909	macro-synteny
ENSACAP00000022231	phylogeny
ENSACAP00000022231	macro-synteny
ENSORLP00000005062	phylogeny
ENSORLP00000005062	macro-synteny
ENSTNIP00000019346	phylogeny
ENSTNIP00000019346	macro-synteny
ENSGACP00000015080	phylogeny
ENSGACP00000015080	macro-synteny
ENSCMIP00000006977	phylogeny
ENSCMIP00000006977	macro-synteny
ENSDARP00000109796	phylogeny
ENSDARP00000109796	macro-synteny
ENSORLP00000043853	phylogeny
ENSORLP00000043853	macro-synteny
ENSTNIP00000009086	phylogeny
ENSTNIP00000009086	macro-synteny
ENSTNIP00000004727	phylogeny
ENSTNIP00000004727	macro-synteny
ENSDARP00000131780	phylogeny
ENSDARP00000131780	macro-synteny
ENSLOCP00000009702	phylogeny
ENSLOCP00000009702	macro-synteny
ENSCMIP00000025341	phylogeny
ENSCMIP00000025341	macro-synteny
ENSGALP00010014377	phylogeny
ENSGALP00010014377	macro-synteny
ENSMGAP00000024128	phylogeny
ENSMGAP00000024128	macro-synteny
ENSTGUP00000009468	phylogeny
ENSTGUP00000009468	macro-synteny
ENSACAP00000024652	phylogeny
ENSACAP00000024652	macro-synteny
ENSCAFP00845007845	phylogeny
ENSCAFP00845007845	macro-synteny
ENSMUSP00000143855	phylogeny
ENSMUSP00000143855	macro-synteny
ENSP00000419073	phylogeny
ENSP00000419073	macro-synteny
ENSMODP00000000088	phylogeny
ENSMODP00000000088	macro-synteny
ENSORLP00000030869	phylogeny
ENSORLP00000030869	macro-synteny
ENSGACP00000025509	phylogeny
ENSGACP00000025509	macro-synteny
ENSTNIP00000015970	phylogeny
ENSTNIP00000015970	macro-synteny
ENSDARP00000012749	phylogeny
ENSDARP00000012749	macro-synteny
ENSDARP00000099365	phylogeny
ENSDARP00000099365	macro-synteny
ENSORLP00000006163	phylogeny
ENSORLP00000006163	macro-synteny
ENSLOCP00000011845	phylogeny
ENSLOCP00000011845	macro-synteny
ENSGALP00010016538	phylogeny
ENSGALP00010016538	macro-synteny
ENSMGAP00000004894	phylogeny
ENSMGAP00000004894	macro-synteny
ENSTGUP00000005882	phylogeny
ENSTGUP00000005882	macro-synteny
ENSACAP00000009530	phylogeny
ENSACAP00000009530	macro-synteny
ENSMODP00000056072	phylogeny
ENSMODP00000056072	macro-synteny
ENSCAFP00845000408	phylogeny
ENSCAFP00845000408	macro-synteny
ENSMUSP00000060040	phylogeny
ENSMUSP00000060040	macro-synteny
ENSP00000313158	phylogeny
ENSP00000313158	macro-synteny
ENSCMIP00000018148	phylogeny
ENSCMIP00000018148	macro-synteny
ENSORLP00000004737	phylogeny
ENSORLP00000004737	macro-synteny
ENSGACP00000008681	phylogeny
ENSGACP00000008681	macro-synteny
ENSTNIP00000019789	phylogeny
ENSTNIP00000019789	macro-synteny
ENSDARP00000152114	phylogeny
ENSDARP00000152114	macro-synteny
ENSLOCP00000013647	phylogeny
ENSLOCP00000013647	macro-synteny
ENSCAFP00845001103	phylogeny
ENSCAFP00845001103	macro-synteny
ENSP00000268154	phylogeny
ENSP00000268154	macro-synteny
ENSMUSP00000132361	phylogeny
ENSMUSP00000132361	macro-synteny
ENSMODP00000024348	phylogeny
ENSMODP00000024348	macro-synteny
ENSTGUP00000036703	phylogeny
ENSTGUP00000036703	macro-synteny
ENSGALP00010028899	phylogeny
ENSGALP00010028899	macro-synteny
ENSMGAP00000023438	phylogeny
ENSMGAP00000023438	macro-synteny
ENSACAP00000009699	phylogeny
ENSACAP00000009699	macro-synteny
ENSORLP00000015793	phylogeny
ENSORLP00000015793	macro-synteny
ENSTNIP00000014312	phylogeny
ENSTNIP00000014312	macro-synteny
ENSGACP00000021759	phylogeny
ENSGACP00000021759	macro-synteny
ENSDARP00000142857	phylogeny
ENSDARP00000142857	macro-synteny
ENSDARP00000151550	phylogeny
ENSDARP00000151550	macro-synteny
ENSORLP00000010332	phylogeny
ENSORLP00000010332	macro-synteny
ENSGACP00000014323	phylogeny
ENSGACP00000014323	macro-synteny
ENSDARP00000154948	phylogeny
ENSDARP00000154948	macro-synteny
ENSLOCP00000017648	phylogeny
ENSLOCP00000017648	macro-synteny
ENSCMIP00000005892	phylogeny
ENSCMIP00000005892	macro-synteny
ENSGALP00010028698	phylogeny
ENSGALP00010028698	macro-synteny
ENSMGAP00000010979	phylogeny
ENSMGAP00000010979	macro-synteny
ENSTGUP00000025966	phylogeny
ENSTGUP00000025966	macro-synteny
ENSACAP00000035319	phylogeny
ENSACAP00000035319	macro-synteny
ENSMGAP00000032487	phylogeny
ENSMGAP00000032487	macro-synteny
ENSCAFP00845020502	phylogeny
ENSCAFP00845020502	macro-synteny
ENSP00000274867	phylogeny
ENSP00000274867	macro-synteny
ENSMUSP00000052085	phylogeny
ENSMUSP00000052085	macro-synteny
ENSMODP00000051483	phylogeny
ENSMODP00000051483	macro-synteny
ENSORLP00000027587	phylogeny
ENSORLP00000027587	macro-synteny
ENSGACP00000017671	phylogeny
ENSGACP00000017671	macro-synteny
ENSDARP00000143325	phylogeny
ENSDARP00000143325	macro-synteny
ENSLOCP00000021226	phylogeny
ENSLOCP00000021226	macro-synteny
ENSGALP00010024165	phylogeny
ENSGALP00010024165	macro-synteny
ENSTGUP00000029241	phylogeny
ENSTGUP00000029241	macro-synteny
ENSCAFP00845027372	phylogeny
ENSCAFP00845027372	macro-synteny
ENSP00000354162	phylogeny
ENSP00000354162	macro-synteny
ENSMUSP00000082406	phylogeny
ENSMUSP00000082406	macro-synteny
ENSMODP00000010221	phylogeny
ENSMODP00000010221	macro-synteny
ENSACAP00000034944	phylogeny
ENSACAP00000034944	macro-synteny
ENSCMIP00000002907	phylogeny
ENSCMIP00000002907	macro-synteny
ENSORLP00000027485	phylogeny
ENSORLP00000027485	macro-synteny
ENSTNIP00000019462	phylogeny
ENSTNIP00000019462	macro-synteny
ENSGACP00000013615	phylogeny
ENSGACP00000013615	macro-synteny
ENSDARP00000025716	phylogeny
ENSDARP00000025716	macro-synteny
ENSDARP00000023227	phylogeny
ENSDARP00000023227	macro-synteny
ENSLOCP00000011340	phylogeny
ENSLOCP00000011340	macro-synteny
ENSTNIP00000011115	phylogeny
ENSTNIP00000011115	macro-synteny
ENSGACP00000002595	phylogeny
ENSGACP00000002595	macro-synteny
ENSORLP00000027604	phylogeny
ENSORLP00000027604	macro-synteny
ENSGALP00010002727	phylogeny
ENSGALP00010002727	macro-synteny
ENSMGAP00000015585	phylogeny
ENSMGAP00000015585	macro-synteny
ENSTGUP00000008570	phylogeny
ENSTGUP00000008570	macro-synteny
ENSACAP00000001299	phylogeny
ENSACAP00000001299	macro-synteny
ENSP00000338967	phylogeny
ENSP00000338967	macro-synteny
ENSMUSP00000033721	phylogeny
ENSMUSP00000033721	macro-synteny
ENSCAFP00845036995	phylogeny
ENSCAFP00845036995	macro-synteny
ENSMODP00000060326	phylogeny
ENSMODP00000060326	macro-synteny
ENSLOCP00000008792	phylogeny
ENSLOCP00000008792	macro-synteny
ENSORLP00000041965	phylogeny
ENSORLP00000041965	macro-synteny
ENSTNIP00000017574	phylogeny
ENSTNIP00000017574	macro-synteny
ENSGACP00000019836	phylogeny
ENSGACP00000019836	macro-synteny
ENSORLP00000005892	phylogeny
ENSORLP00000005892	macro-synteny
ENSGACP00000005278	phylogeny
ENSGACP00000005278	macro-synteny
ENSTNIP00000016969	phylogeny
ENSTNIP00000016969	macro-synteny
ENSORLP00000036293	phylogeny
ENSORLP00000036293	macro-synteny
ENSDARP00000155688	phylogeny
ENSDARP00000155688	macro-synteny
ENSCMIP00000025772	phylogeny
ENSCMIP00000025772	macro-synteny
ENSGALP00010027564	phylogeny
ENSGALP00010027564	macro-synteny
ENSMGAP00000018568	phylogeny
ENSMGAP00000018568	macro-synteny
ENSTGUP00000005469	phylogeny
ENSTGUP00000005469	macro-synteny
ENSORLP00000036145	phylogeny
ENSORLP00000036145	macro-synteny
ENSTNIP00000009557	phylogeny
ENSTNIP00000009557	macro-synteny
ENSDARP00000077624	phylogeny
ENSDARP00000077624	macro-synteny
ENSLOCP00000017767	phylogeny
ENSLOCP00000017767	macro-synteny
ENSCMIP00000005696	phylogeny
ENSCMIP00000005696	macro-synteny
ENSGALP00010029006	phylogeny
ENSGALP00010029006	macro-synteny
ENSMGAP00000017789	phylogeny
ENSMGAP00000017789	macro-synteny
ENSTGUP00000024066	phylogeny
ENSTGUP00000024066	macro-synteny
ENSACAP00000018183	phylogeny
ENSACAP00000018183	macro-synteny
ENSCAFP00845005024	phylogeny
ENSCAFP00845005024	macro-synteny
ENSMUSP00000141599	phylogeny
ENSMUSP00000141599	macro-synteny
ENSP00000485864	phylogeny
ENSP00000485864	macro-synteny
ENSMODP00000035165	phylogeny
ENSMODP00000035165	macro-synteny
ENSACAP00000008528	phylogeny
ENSACAP00000008528	macro-synteny
ENSGACP00000019520	phylogeny
ENSGACP00000019520	macro-synteny
ENSORLP00000027399	phylogeny
ENSORLP00000027399	macro-synteny
ENSTNIP00000014870	phylogeny
ENSTNIP00000014870	macro-synteny
ENSDARP00000140914	phylogeny
ENSDARP00000140914	macro-synteny
ENSDARP00000140182	phylogeny
ENSDARP00000140182	macro-synteny
ENSGACP00000002644	phylogeny
ENSGACP00000002644	macro-synteny
ENSORLP00000035898	phylogeny
ENSORLP00000035898	macro-synteny
ENSLOCP00000017879	phylogeny
ENSLOCP00000017879	macro-synteny
ENSCMIP00000025838	phylogeny
ENSCMIP00000025838	macro-synteny
ENSGALP00010013786	phylogeny
ENSGALP00010013786	macro-synteny
ENSMGAP00000006432	phylogeny
ENSMGAP00000006432	macro-synteny
ENSTGUP00000021181	phylogeny
ENSTGUP00000021181	macro-synteny
ENSCAFP00845007467	phylogeny
ENSCAFP00845007467	macro-synteny
ENSP00000277120	phylogeny
ENSP00000277120	macro-synteny
ENSMUSP00000078757	phylogeny
ENSMUSP00000078757	macro-synteny
ENSMODP00000035172	phylogeny
ENSMODP00000035172	macro-synteny
ENSACAP00000001066	phylogeny
ENSACAP00000001066	macro-synteny
ENSORLP00000006595	phylogeny
ENSORLP00000006595	macro-synteny
ENSGACP00000010114	phylogeny
ENSGACP00000010114	macro-synteny
ENSTNIP00000018873	phylogeny
ENSTNIP00000018873	macro-synteny
ENSDARP00000118353	phylogeny
ENSDARP00000118353	macro-synteny
ENSORLP00000018311	phylogeny
ENSORLP00000018311	macro-synteny
ENSTNIP00000010362	phylogeny
ENSTNIP00000010362	macro-synteny
ENSGACP00000021397	phylogeny
ENSGACP00000021397	macro-synteny
ENSORLP00000027787	phylogeny
ENSORLP00000027787	macro-synteny
ENSDARP00000140425	phylogeny
ENSDARP00000140425	macro-synteny
ENSLOCP00000002703	phylogeny
ENSLOCP00000002703	macro-synteny
ENSCMIP00000032801	phylogeny
ENSCMIP00000032801	macro-synteny
ENSGALP00010042803	phylogeny
ENSGALP00010042803	macro-synteny
ENSMGAP00000014990	phylogeny
ENSMGAP00000014990	macro-synteny
ENSTGUP00000031473	phylogeny
ENSTGUP00000031473	macro-synteny
ENSACAP00000014799	phylogeny
ENSACAP00000014799	macro-synteny
ENSCAFP00845021204	phylogeny
ENSCAFP00845021204	macro-synteny
ENSP00000431418	phylogeny
ENSP00000431418	macro-synteny
ENSMUSP00000029712	phylogeny
ENSMUSP00000029712	macro-synteny
ENSMODP00000020848	phylogeny
ENSMODP00000020848	macro-synteny
ENSORLP00000037973	phylogeny
ENSORLP00000037973	macro-synteny
ENSTNIP00000013205	phylogeny
ENSTNIP00000013205	macro-synteny
ENSGACP00000017390	phylogeny
ENSGACP00000017390	macro-synteny
ENSDARP00000018941	phylogeny
ENSDARP00000018941	macro-synteny
ENSLOCP00000000451	phylogeny
ENSLOCP00000000451	macro-synteny
ENSGALP00010005619	phylogeny
ENSGALP00010005619	macro-synteny
ENSTGUP00000020825	phylogeny
ENSTGUP00000020825	macro-synteny
ENSMGAP00000011285	phylogeny
ENSMGAP00000011285	macro-synteny
ENSACAP00000017683	phylogeny
ENSACAP00000017683	macro-synteny
ENSP00000428099	phylogeny
ENSP00000428099	macro-synteny
ENSMUSP00000059261	phylogeny
ENSMUSP00000059261	macro-synteny
ENSCAFP00845040640	phylogeny
ENSCAFP00845040640	macro-synteny
ENSMODP00000012054	phylogeny
ENSMODP00000012054	macro-synteny
ENSMODP00000042256	phylogeny
ENSMODP00000042256	macro-synteny
ENSLOCP00000007143	phylogeny
ENSLOCP00000007143	macro-synteny
ENSDARP00000140825	phylogeny
ENSDARP00000140825	macro-synteny
ENSORLP00000021869	phylogeny
ENSORLP00000021869	macro-synteny
ENSTNIP00000011342	phylogeny
ENSTNIP00000011342	macro-synteny
ENSGACP00000023706	phylogeny
ENSGACP00000023706	macro-synteny
ENSCMIP00000036244	phylogeny
ENSCMIP00000036244	macro-synteny
ENSCAFP00845030639	phylogeny
ENSCAFP00845030639	macro-synteny
ENSMUSP00000029116	phylogeny
ENSMUSP00000029116	macro-synteny
ENSP00000486510	phylogeny
ENSP00000486510	macro-synteny
ENSP00000307854	phylogeny
ENSP00000307854	macro-synteny
ENSMODP00000021310	phylogeny
ENSMODP00000021310	macro-synteny
ENSMGAP00000030869	phylogeny
ENSMGAP00000030869	macro-synteny
ENSACAP00000025853	phylogeny
ENSACAP00000025853	macro-synteny
ENSLOCP00000006283	phylogeny
ENSLOCP00000006283	macro-synteny
ENSDARP00000070398	phylogeny
ENSDARP00000070398	macro-synteny
ENSDARP00000142031	phylogeny
ENSDARP00000142031	macro-synteny
ENSDARP00000133994	phylogeny
ENSDARP00000133994	macro-synteny
ENSORLP00000002828	phylogeny
ENSORLP00000002828	macro-synteny
ENSGACP00000017499	phylogeny
ENSGACP00000017499	macro-synteny
ENSTNIP00000005676	phylogeny
ENSTNIP00000005676	macro-synteny
ENSTNIP00000006038	phylogeny
ENSTNIP00000006038	macro-synteny
ENSCMIP00000038447	phylogeny
ENSCMIP00000038447	macro-synteny
ENSGALP00010044870	phylogeny
ENSGALP00010044870	macro-synteny
ENSMGAP00000006431	phylogeny
ENSMGAP00000006431	macro-synteny
ENSTGUP00000003033	phylogeny
ENSTGUP00000003033	macro-synteny
ENSACAP00000014805	phylogeny
ENSACAP00000014805	macro-synteny
ENSCAFP00845025739	phylogeny
ENSCAFP00845025739	macro-synteny
ENSP00000376403	phylogeny
ENSP00000376403	macro-synteny
ENSMODP00000055605	phylogeny
ENSMODP00000055605	macro-synteny
ENSMUSP00000061760	phylogeny
ENSMUSP00000061760	macro-synteny
ENSORLP00000039079	phylogeny
ENSORLP00000039079	macro-synteny
ENSGACP00000019048	phylogeny
ENSGACP00000019048	macro-synteny
ENSTNIP00000014832	phylogeny
ENSTNIP00000014832	macro-synteny
ENSDARP00000134749	phylogeny
ENSDARP00000134749	macro-synteny
ENSORLP00000038998	phylogeny
ENSORLP00000038998	macro-synteny
ENSTNIP00000012676	phylogeny
ENSTNIP00000012676	macro-synteny
ENSGACP00000014443	phylogeny
ENSGACP00000014443	macro-synteny
ENSLOCP00000016068	phylogeny
ENSLOCP00000016068	macro-synteny
ENSCMIP00000047819	phylogeny
ENSCMIP00000047819	macro-synteny
ENSGALP00010025121	phylogeny
ENSGALP00010025121	macro-synteny
ENSMGAP00000010241	phylogeny
ENSMGAP00000010241	macro-synteny
ENSTGUP00000009593	phylogeny
ENSTGUP00000009593	macro-synteny
ENSACAP00000002632	phylogeny
ENSACAP00000002632	macro-synteny
ENSLOCP00000003412	phylogeny
ENSLOCP00000003412	macro-synteny
ENSORLP00000010721	phylogeny
ENSORLP00000010721	macro-synteny
ENSGACP00000015129	phylogeny
ENSGACP00000015129	macro-synteny
ENSTNIP00000021136	phylogeny
ENSTNIP00000021136	macro-synteny
ENSDARP00000128663	phylogeny
ENSDARP00000128663	macro-synteny
ENSORLP00000041836	phylogeny
ENSORLP00000041836	macro-synteny
ENSTNIP00000002031	phylogeny
ENSTNIP00000002031	macro-synteny
ENSGACP00000025040	phylogeny
ENSGACP00000025040	macro-synteny
ENSDARP00000122662	phylogeny
ENSDARP00000122662	macro-synteny
ENSCAFP00845011844	phylogeny
ENSCAFP00845011844	macro-synteny
ENSP00000300571	phylogeny
ENSP00000300571	macro-synteny
ENSMUSP00000146777	phylogeny
ENSMUSP00000146777	macro-synteny
ENSMODP00000008222	phylogeny
ENSMODP00000008222	macro-synteny
ENSCMIP00000023803	phylogeny
ENSCMIP00000023803	macro-synteny
ENSGALP00010013386	phylogeny
ENSGALP00010013386	macro-synteny
ENSMGAP00000012447	phylogeny
ENSMGAP00000012447	macro-synteny
ENSTGUP00000009699	phylogeny
ENSTGUP00000009699	macro-synteny
ENSACAP00000020296	phylogeny
ENSACAP00000020296	macro-synteny
ENSP00000228887	phylogeny
ENSP00000228887	macro-synteny
ENSMUSP00000032327	phylogeny
ENSMUSP00000032327	macro-synteny
ENSMODP00000052902	phylogeny
ENSMODP00000052902	macro-synteny
ENSACAP00000010441	phylogeny
ENSACAP00000010441	macro-synteny
ENSCAFP00845032676	phylogeny
ENSCAFP00845032676	macro-synteny
ENSP00000014914	phylogeny
ENSP00000014914	macro-synteny
ENSMUSP00000061062	phylogeny
ENSMUSP00000061062	macro-synteny
ENSMODP00000022718	phylogeny
ENSMODP00000022718	macro-synteny
ENSORLP00000040121	phylogeny
ENSORLP00000040121	macro-synteny
ENSGACP00000009488	phylogeny
ENSGACP00000009488	macro-synteny
ENSDARP00000133715	phylogeny
ENSDARP00000133715	macro-synteny
ENSCMIP00000027436	phylogeny
ENSCMIP00000027436	macro-synteny
ENSGALP00010041462	phylogeny
ENSGALP00010041462	macro-synteny
ENSMGAP00000024264	phylogeny
ENSMGAP00000024264	macro-synteny
ENSTGUP00000004106	phylogeny
ENSTGUP00000004106	macro-synteny
ENSACAP00000012909	phylogeny
ENSACAP00000012909	macro-synteny
ENSORLP00000014309	phylogeny
ENSORLP00000014309	macro-synteny
ENSTNIP00000001137	phylogeny
ENSTNIP00000001137	macro-synteny
ENSGACP00000000081	phylogeny
ENSGACP00000000081	macro-synteny
ENSDARP00000008047	phylogeny
ENSDARP00000008047	macro-synteny
ENSLOCP00000017255	phylogeny
ENSLOCP00000017255	macro-synteny
ENSCMIP00000024794	phylogeny
ENSCMIP00000024794	macro-synteny
ENSORLP00000011545	phylogeny
ENSORLP00000011545	macro-synteny
ENSTNIP00000007901	phylogeny
ENSTNIP00000007901	macro-synteny
ENSGACP00000004371	phylogeny
ENSGACP00000004371	macro-synteny
ENSGALP00010016161	phylogeny
ENSGALP00010016161	macro-synteny
ENSMGAP00000034440	phylogeny
ENSMGAP00000034440	macro-synteny
ENSTGUP00000038556	phylogeny
ENSTGUP00000038556	macro-synteny
ENSACAP00000011984	phylogeny
ENSACAP00000011984	macro-synteny
ENSCAFP00845042734	phylogeny
ENSCAFP00845042734	macro-synteny
ENSP00000337358	phylogeny
ENSP00000337358	macro-synteny
ENSMUSP00000074775	phylogeny
ENSMUSP00000074775	macro-synteny
ENSMODP00000022993	phylogeny
ENSMODP00000022993	macro-synteny
ENSCMIP00000005337	phylogeny
ENSCMIP00000005337	macro-synteny
ENSORLP00000020687	phylogeny
ENSORLP00000020687	macro-synteny
ENSTNIP00000009427	phylogeny
ENSTNIP00000009427	macro-synteny
ENSGACP00000014534	phylogeny
ENSGACP00000014534	macro-synteny
ENSDARP00000133823	phylogeny
ENSDARP00000133823	macro-synteny
ENSGALP00010019514	phylogeny
ENSGALP00010019514	macro-synteny
ENSMGAP00000009919	phylogeny
ENSMGAP00000009919	macro-synteny
ENSTGUP00000006169	phylogeny
ENSTGUP00000006169	macro-synteny
ENSCAFP00845040087	phylogeny
ENSCAFP00845040087	macro-synteny
ENSMUSP00000155436	phylogeny
ENSMUSP00000155436	macro-synteny
ENSP00000390680	phylogeny
ENSP00000390680	macro-synteny
ENSMODP00000023109	phylogeny
ENSMODP00000023109	macro-synteny
ENSACAP00000039652	phylogeny
ENSACAP00000039652	macro-synteny
ENSORLP00000003776	phylogeny
ENSORLP00000003776	macro-synteny
ENSTNIP00000019068	phylogeny
ENSTNIP00000019068	macro-synteny
ENSGACP00000005265	phylogeny
ENSGACP00000005265	macro-synteny
ENSDARP00000111598	phylogeny
ENSDARP00000111598	macro-synteny
ENSDARP00000085584	phylogeny
ENSDARP00000085584	macro-synteny
ENSLOCP00000020302	phylogeny
ENSLOCP00000020302	macro-synteny
ENSCMIP00000037593	phylogeny
ENSCMIP00000037593	macro-synteny
ENSGALP00010028949	phylogeny
ENSGALP00010028949	macro-synteny
ENSMGAP00000029092	phylogeny
ENSMGAP00000029092	macro-synteny
ENSTGUP00000004653	phylogeny
ENSTGUP00000004653	macro-synteny
ENSACAP00000015057	phylogeny
ENSACAP00000015057	macro-synteny
ENSCAFP00845030756	phylogeny
ENSCAFP00845030756	macro-synteny
ENSP00000349654	phylogeny
ENSP00000349654	macro-synteny
ENSMUSP00000080550	phylogeny
ENSMUSP00000080550	macro-synteny
ENSMODP00000011533	phylogeny
ENSMODP00000011533	macro-synteny
ENSLOCP00000005998	phylogeny
ENSLOCP00000005998	macro-synteny
ENSORLP00000038238	phylogeny
ENSORLP00000038238	macro-synteny
ENSTNIP00000012484	phylogeny
ENSTNIP00000012484	macro-synteny
ENSGACP00000022585	phylogeny
ENSGACP00000022585	macro-synteny
ENSCMIP00000040193	phylogeny
ENSCMIP00000040193	macro-synteny
ENSGALP00010002779	phylogeny
ENSGALP00010002779	macro-synteny
ENSMGAP00000009697	phylogeny
ENSMGAP00000009697	macro-synteny
ENSTGUP00000010285	phylogeny
ENSTGUP00000010285	macro-synteny
ENSACAP00000009741	phylogeny
ENSACAP00000009741	macro-synteny
ENSMODP00000035312	phylogeny
ENSMODP00000035312	macro-synteny
ENSCAFP00845005621	phylogeny
ENSCAFP00845005621	macro-synteny
ENSP00000372964	phylogeny
ENSP00000372964	macro-synteny
ENSMUSP00000024840	phylogeny
ENSMUSP00000024840	macro-synteny
ENSLOCP00000003526	phylogeny
ENSLOCP00000003526	macro-synteny
ENSORLP00000040393	phylogeny
ENSORLP00000040393	macro-synteny
ENSTNIP00000004047	phylogeny
ENSTNIP00000004047	macro-synteny
ENSDARP00000134473	phylogeny
ENSDARP00000134473	macro-synteny
ENSCMIP00000037595	phylogeny
ENSCMIP00000037595	macro-synteny
ENSGALP00010035076	phylogeny
ENSGALP00010035076	macro-synteny
ENSMGAP00000002604	phylogeny
ENSMGAP00000002604	macro-synteny
ENSTGUP00000004688	phylogeny
ENSTGUP00000004688	macro-synteny
ENSACAP00000013867	phylogeny
ENSACAP00000013867	macro-synteny
ENSMODP00000052708	phylogeny
ENSMODP00000052708	macro-synteny
ENSP00000362442	phylogeny
ENSP00000362442	macro-synteny
ENSMUSP00000096736	phylogeny
ENSMUSP00000096736	macro-synteny
ENSORLP00000038833	phylogeny
ENSORLP00000038833	macro-synteny
ENSGACP00000008453	phylogeny
ENSGACP00000008453	macro-synteny
ENSTNIP00000009850	phylogeny
ENSTNIP00000009850	macro-synteny
ENSLOCP00000007714	phylogeny
ENSLOCP00000007714	macro-synteny
ENSCMIP00000037879	phylogeny
ENSCMIP00000037879	macro-synteny
ENSGALP00010008525	phylogeny
ENSGALP00010008525	macro-synteny
ENSTGUP00000012084	phylogeny
ENSTGUP00000012084	macro-synteny
ENSACAP00000034969	phylogeny
ENSACAP00000034969	macro-synteny
ENSCAFP00845001797	phylogeny
ENSCAFP00845001797	macro-synteny
ENSP00000357131	phylogeny
ENSP00000357131	macro-synteny
ENSMUSP00000044834	phylogeny
ENSMUSP00000044834	macro-synteny
ENSMODP00000021984	phylogeny
ENSMODP00000021984	macro-synteny
ENSCMIP00000024954	phylogeny
ENSCMIP00000024954	macro-synteny
ENSLOCP00000021373	phylogeny
ENSLOCP00000021373	macro-synteny
ENSORLP00000022647	phylogeny
ENSORLP00000022647	macro-synteny
ENSGACP00000017316	phylogeny
ENSGACP00000017316	macro-synteny
ENSTNIP00000013886	phylogeny
ENSTNIP00000013886	macro-synteny
ENSDARP00000100615	phylogeny
ENSDARP00000100615	macro-synteny
ENSCAFP00845028712	phylogeny
ENSCAFP00845028712	macro-synteny
ENSMUSP00000045282	phylogeny
ENSMUSP00000045282	macro-synteny
ENSP00000483872	phylogeny
ENSP00000483872	macro-synteny
ENSTGUP00000031768	phylogeny
ENSTGUP00000031768	macro-synteny
ENSMODP00000018355	phylogeny
ENSMODP00000018355	macro-synteny
ENSCMIP00000031702	phylogeny
ENSCMIP00000031702	macro-synteny
ENSTNIP00000010394	phylogeny
ENSTNIP00000010394	macro-synteny
ENSGACP00000026033	phylogeny
ENSGACP00000026033	macro-synteny
ENSORLP00000032274	phylogeny
ENSORLP00000032274	macro-synteny
ENSDARP00000007865	phylogeny
ENSDARP00000007865	macro-synteny
ENSLOCP00000019666	phylogeny
ENSLOCP00000019666	macro-synteny
ENSCMIP00000045888	phylogeny
ENSCMIP00000045888	macro-synteny
ENSORLP00000020080	phylogeny
ENSORLP00000020080	macro-synteny
ENSDARP00000119062	phylogeny
ENSDARP00000119062	macro-synteny
ENSTNIP00000022458	phylogeny
ENSTNIP00000022458	macro-synteny
ENSGACP00000017939	phylogeny
ENSGACP00000017939	macro-synteny
ENSLOCP00000020814	phylogeny
ENSLOCP00000020814	macro-synteny
ENSCMIP00000032806	phylogeny
ENSCMIP00000032806	macro-synteny
ENSMODP00000018694	phylogeny
